,Molecule SMILE,Molecule keywords
1682,CCCCCCc1cc(sc1c1sc(cc1C)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC,triphenylamine
1684,CCCCCCc1cc(sc1c1ccc(s1)/C=C(\C(=O)O)/C#N)/C=C/c1ccc(cc1)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC,triphenylamine
1685,CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine
1688,CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine
1689,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1cccs1)c1ccc(cc1)c1cccs1)/C(=O)O,triphenylamine
1690,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)c1cc(ccc1n2CC)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1cccs1)c1ccc(cc1)c1cccs1)/C(=O)O,triphenylamine
1695,CCCCCCCCn1c2cc3c(cc2c(=O)c2c1ccc(c2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)n(CCCCCCCC)c1c(c3=O)cc(cc1)c1ccc(o1)C=C(C(=O)O)C#N,triphenylamine
1696,CCCCCCCCn1c2cc3c(=O)c4cc(ccc4n(c3cc2c(=O)c2c1ccc(c2)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCC)c1ccc(o1)C=C(C(=O)O)C#N,triphenylamine
1697,CCCCCCCCn1c2cc3c(=O)c4cc(ccc4n(c3cc2c(=O)c2c1ccc(c2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)CCCCCCCC)c1ccc(o1)C=C(C(=O)O)C#N,triphenylamine
1699,CCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCC)c1ccc(cc1)c1ccc(s1)c1ccc2c(c1)C1(OCCO1)C1(c3c2ccc(c3)c2ccc(s2)/C=C(/C(=O)O)\C#N)OCCO1,triphenylamine
1700,CCCCCCN1c2ccc(cc2CCc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1701,OCCCCCCN1c2ccc(cc2CCc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1702,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)CCc1c(N2CCCCCCOc2ccc(cc2)C(=O)O)ccc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1703,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1704,OC(=O)CN1C(=S)S/C(=C/c2cc(c3cccs3)c(cc2c2cccs2)/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine
1705,OC(=O)CN1C(=S)S/C(=C/c2cc(Cl)c(cc2Cl)/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine
1706,OC(=O)CN1C(=S)S/C(=C/c2cc(Br)c(cc2Br)/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine
1707,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine
1709,N#C/C(=C\c1cc(C#N)c(cc1C#N)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1710,N#C/C(=C\c1cc(c2cccs2)c(cc1c1cccs1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1711,N#C/C(=C\c1cc(Cl)c(cc1Cl)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1712,N#C/C(=C\c1cc(Br)c(cc1Br)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1713,N#C/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1714,CCCCCCc1cc(sc1C=Cc1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)C=C(C(=O)O)C#N,triphenylamine
1715,N#CC(=Cc1cc(c(s1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C)C(=O)O,triphenylamine
1716,N#CC(=Cc1cc(c(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C)C(=O)O,triphenylamine
1718,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccc(cc2)/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine
1719,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1ccc(n1c1c(cccc1C(C)C)C(C)C)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1720,N#C/C(=C\c1cc(n(c1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1c(cccc1C(C)C)C(C)C)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1721,CCCCCCCCCCCCOc1cc(C#Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)c(cc1C#Cc1ccc(cc1)C=C(C(=O)O)C#N)OCCCCCCCCCCCC,triphenylamine
1722,CCCCCCCCCCCCOc1cc(C#Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)c(cc1C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,triphenylamine
1723,N#CC(=Cc1ccc(cc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1724,OC(=O)c1ccc(cc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1729,N#C/C(=C\c1cc2c(s1)c1c(s2)cc(s1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1730,CCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCC)c1ccc(cc1)c1ccc2c(c1)C1(OCCO1)C1(c3c2ccc(c3)c2ccc(s2)/C=C(/C(=O)O)\C#N)OCCO1,triphenylamine
1731,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1733,CCCCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCCCC)c2cc3c4cc5Cc6c(c5cc4C(c3cc2c2c1cc1c3ccc(cc3C(c1c2)(CCCCCCCC)CCCCCCCC)N(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)(c1ccc(cc1)CCCCCCCC)c1ccc(cc1)CCCCCCCC)ccc(c6)/C=C(/C(=O)O)\C#N,triphenylamine
1734,N#CC(=Cc1sc(c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1735,N#CC(=Cc1ccc(s1)c1sc(c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1736,N#CC(=Cc1ccc(s1)c1ccc(s1)c1sc(c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1738,OC(=O)C(=Cc1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1739,CCOC(=O)/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1740,N#C/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/S(=O)(=O)O,triphenylamine
1741,O/N=C/C(=C/c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#N,triphenylamine
1742,CCCCCCCCN1c2cc(ccc2/C(=C\2/c3ccc(cc3N(C2=O)CCCCCCCC)c2ccc(s2)/C=C(\C(=O)O)/C#N)/C1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1743,CCCCCCCCN1c2cc(ccc2/C(=C\2/c3ccc(cc3N(C2=O)CCCCCCCC)c2ccc(o2)/C=C(\C(=O)O)/C#N)/C1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1744,CCCCCCCCN1c2cc(ccc2/C(=C\2/c3ccc(cc3N(C2=O)CCCCCCCC)c2ccc(cc2)/C=C(/C(=O)O)\C#N)/C1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1745,CCCCCCCCN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(s2)/C=C(\C(=O)O)/C#N)CCCCCCCC)/C1=O)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,triphenylamine
1746,CCCCCCCCN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(o2)/C=C(\C(=O)O)/C#N)CCCCCCCC)/C1=O)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,triphenylamine
1749,CCCCCCCCN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(cc2)/C=C(/C(=O)O)\C#N)CCCCCCCC)/C1=O)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,triphenylamine
1751,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc(cc2)C=C(C(=O)O)C#N)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1752,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc(cc2)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#Cc1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c2ccc(c1)C=C(C(=O)O)C#N,triphenylamine
1753,N#C/C(=C\c1ccc(cc1)N(c1ccc(cc1)C=C1SC(=C(S1)SC)SC)c1ccc(cc1)C=C1SC(=C(S1)SC)SC)/C(=O)O,triphenylamine
1754,CCCCC(COc1c(/C=C/c2sc(cc2CCCCCC)c2ccc(c3c2nsn3)c2scc(c2)CCCCCC)cc(cc1/C=C/c1sc(cc1CCCCCC)c1ccc(c2c1nsn2)c1scc(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)CC,triphenylamine
1757,CCCCCCCCOc1c(/C=C/C=C/c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)cc(cc1/C=C/C=C/c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N,triphenylamine
1758,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)c2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
1759,CCCCCCOc1ccc(cc1)n1c2cc(sc2c2c1c1c(s2)c2c(n1c1ccc(cc1)OCCCCCC)cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine
1764,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc2c(c1)C(=O)c1c2ccc(c1)c1cc(c(s1)C=C(C#N)C#N)CCCCCC,triphenylamine
1765,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc2c(c1)C(=C(C#N)C#N)c1c2ccc(c1)c1cc(c(s1)C=C(C(=O)O)C#N)CCCCCC,triphenylamine
1768,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccccc1)c1ccc(cc1)c1ccccc1)/C(=O)O,triphenylamine
1769,N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1770,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1772,CCCCCCc1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)CCCCCC,triphenylamine
1778,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C/c3ccc(cc3)N(c3ccc(cc3)/C=c/3\s/c(=C\4/SC(=S)N(C4=O)CCCCCCCC)/n(c3=O)CC(=O)O)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,triphenylamine
1779,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C\c3ccc(cc3)N(c3ccc(cc3)C)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,triphenylamine
1780,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C\c3ccc(cc3)N(c3ccc(cc3)/C=c/3\s/c(=C\4/SC(=S)N(C4=O)CCCCCCCC)/n(c3=O)CC(=O)O)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,triphenylamine
1782,N#CC(=Cc1ccc(cc1)c1nnc(o1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)C(=O)O,triphenylamine
1783,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc2c(c1)C(=O)c1c2ccc(c1)c1cc(c(s1)C=C(C(=O)O)C#N)CCCCCC,triphenylamine
1784,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C/c3ccc(cc3)N(c3ccc(cc3)/C=c/3\s/c(=C\4/SC(=S)N(C4=O)CCCCCCCC)/n(c3=O)CC(=O)O)c3ccc(cc3)/C=c/3\s/c(=C\4/SC(=S)N(C4=O)CCCCCCCC)/n(c3=O)CC(=O)O)/c(=O)n2CC(=O)O)/C1=O,triphenylamine
1785,N#C/C(=C\c1cc2c(s1)cc(s2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1786,N#C/C(=C\c1cc2c(s1)cc(s2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)/C(=O)O,triphenylamine
1787,N#C/C(=C\c1cc2c(s1)cc(s2)c1cc(OC)c(cc1OC)N(c1ccc(cc1)OC)c1ccc(cc1)OC)/C(=O)O,triphenylamine
1789,N#C/C(=C\1/CCCC(=C1)/C=C/c1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C(=O)O,triphenylamine
1792,Oc1nc2ccc(cc2nc1O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1793,N#C/C(=C\c1ccc(s1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,diphenylamine
1796,Oc1nc2ccc(cc2nc1O)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1798,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(n2c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)cc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
1802,CCCCCCOc1ccc(cc1)N(c1cc(cc(c1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
1805,OC(=O)CN1C(=S)SC(=Cc2ccc(cc2)N(c2ccc(cc2)c2ccc3c(c2)[nH]c2c3cccc2)c2ccc(cc2)C=C2SC(=S)N(C2=O)CC(=O)O)C1=O,triphenylamine
1806,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccc(cc2)c2ccc3c(c2)[nH]c2c3cccc2)c2ccc(cc2)c2ccc3c(c2)[nH]c2c3cccc2)/C1=O,triphenylamine
1811,CCCCC(Cn1nc2c(n1)c(ccc2/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,triphenylamine
1812,CCCCC(Cn1nc2c(n1)c1cc(sc1c1c2cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C(/C(=O)O)\C#N)CC,triphenylamine
1818,OC(=O)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1819,CCCCCCN1C2CC(SC2C2C1C1N(CCCCCC)C3C(C1C1C2NN(N1)CC(CCCC)CC)SC(C3)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1821,CCCCCCOc1ccc(cc1)c1c2cc(ccc2c(c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine
1822,CCCCCCOc1ccc(cc1)c1c2cc(ccc2c(c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine
1823,CCCCCCOc1ccc(cc1)c1c2cc(ccc2c(c2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc(cc1)OCCCCCC)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine
1825,CCCOc1c2Cc3cc(cc(c3OCCCCC(=O)COc3cc(sc3c3ccc(cc3)N(c3ccccc3)c3ccccc3)/C=C(\C(=O)O)/C#N)Cc3cc(cc(Cc4c(c(Cc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)OCCC)c3OCCC)C(C)(C)C)C(C)(C)C,triphenylamine
1827,CCCOc1c2Cc3cc(cc(c3OCCCCCC(=O)COc3cc(sc3c3ccc(cc3)N(c3ccccc3)c3ccccc3)/C=C(\C(=O)O)/C#N)Cc3cc(cc(Cc4c(c(Cc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)OCCCCC(=O)COc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C(\C(=O)O)/C#N)c3OCCC)C(C)(C)C)C(C)(C)C,triphenylamine
1829,N#CC(=Cc1ccc(c(c1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#C)C(=O)O,triphenylamine
1830,N#CC(=Cc1ccc(c(c1)C#C)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1831,N#CC(=Cc1ccc(c(c1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1834,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1cc[n+](cc1)CC(=O)O,triphenylamine
1841,N#C/C(=C\c1ccc(s1)c1cc2c(s1)cc(cc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)/C(=O)O,triphenylamine
1842,N#C/C(=C/c1ccc(s1)/C=C/c1cc2c(s1)cc(cc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)/C(=O)O,triphenylamine
1843,CCCCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCCCC)c2cc3c4ccc(cc4C(c3cc2c2c1cc1c3cc4Cc5c(c4cc3C(c1c2)(c1ccc(cc1)CCCCCCCC)c1ccc(cc1)CCCCCCCC)ccc(c5)/C=C(/C(=O)O)\C#N)(CCCCCCCC)CCCCCCCC)N(c1ccc(cc1)C)c1ccc(cc1)C,triphenylamine
1844,CCCCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCCCC)c2cc3c4cc5c(cc4C(c3cc2c2c1cc1c(c2)Cc2c1ccc(c2)/C=C(/C(=O)O)\C#N)(c1ccc(cc1)CCCCCCCC)c1ccc(cc1)CCCCCCCC)c1c(C5(CCCCCCCC)CCCCCCCC)cc(cc1)N1c2ccccc2Sc2c1cccc2,triphenylamine
1848,N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1850,N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1852,N#C/C(=C\c1cc2c(s1)cc(s2)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)/C(=O)O,triphenylamine
1855,N#CC(=Cc1ccc(s1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1856,N#CC(=Cc1ccc(cc1)C=Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1858,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)OCCCCCC,triphenylamine
1860,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(o1)c1ccc(o1)C=C(C(=O)O)C#N,triphenylamine
1861,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc(cc2)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C/c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c2ccc(c1)C=C(C(=O)O)C#N,triphenylamine
1864,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1870,N#C/C(=C\c1cc2c(s1)c1c(C2(C)C)cc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1871,CCCCCCN(c1ccc(cc1)/C=C(/c1ccc(cc1)c1ccc(cc1)/C=C(\C(=O)O)/C#N)\C#N)c1ccc(cc1)/C=C(/c1ccc(cc1)c1ccc(cc1)/C=C(\C(=O)O)/C#N)\C#N,diphenylamine
1872,CCCCCCN(c1ccc(cc1)/C=C(/c1ccc(cc1)c1ccc(cc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)\C#N)c1ccc(cc1)/C=C(/c1ccc(cc1)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O)\C#N,diphenylamine
1873,CCCCCCN(c1ccc(cc1)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N)c1ccc(cc1)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N,diphenylamine
1874,N#C/C(=C\c1ccc(cc1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,diphenylamine
1875,OC(=O)CN1C(=S)SC(=Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)C1=O,triphenylamine
1877,CCCCCCCCOc1c(OCCCCCCCC)c(c2ccc(s2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(cc1)/C=C(\C(=O)O)/C#N)nsn2,diphenylamine
1878,CCCCCCCCOc1c(OCCCCCCCC)c(c2ccc(s2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(o1)/C=C(\C(=O)O)/C#N)nsn2,diphenylamine
1879,CCCCCCCCOc1c(OCCCCCCCC)c(c2ccc(s2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(s1)/C=C(\C(=O)O)/C#N)nsn2,diphenylamine
1884,CCCCCCCCn1c(=O)/c(=c/2\c(=C/c3ccc(s3)c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)Cc3c4cccc3)\sc(=O)n2CC(=O)O)/sc1=C(C#N)C#N,indoline
1888,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)C(=O)O)/C(=O)O,triphenylamine
1890,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine
1893,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)/C=C/C1C/C(=C(/C(=O)O)\C#N)/CC(C1)(C)C,triphenylamine
1897,N#C/C(=C/1\CC(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O,triphenylamine
1898,N#C/C(=C/1\CC(/C=C/c2ccc(cc2)N(c2cccc3c2cccc3)c2ccccc2)CC(C1)(C)C)/C(=O)O,triphenylamine
1900,CCCCC(COc1cc(OCC(CCCC)CC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)C=C(C(=O)O)C#N)CC,triphenylamine
1901,CCCCC(CC1(CCC(CCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)CC,triphenylamine
1902,CCCCCCn1nc2c(n1)c(ccc2c1ccc(o1)C=C(C(=O)O)C#N)c1ccc(o1)c1ccc(cc1)N(c1ccccc1)C(=CC)C=C,triphenylamine
1906,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1907,N#C/C(=C\c1ccc(s1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1908,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1910,CCCCCCCCn1c(=O)/c(=c/2\c(=C/c3ccc(s3)c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)C(C)(C)c3c4cccc3)\sc(=O)n2CC(=O)O)/sc1=C(C#N)C#N,indoline
