,Electrolyte,Co-adsorbent,Co-sensitizer,Semiconductor,Molecule keywords
1433,Spiro-OMeTAD,None,None,TiO2,triphenylamine
1434,Spiro-OMeTAD,None,None,TiO2,triphenylamine
1435,Spiro-OMeTAD,None,None,TiO2,triphenylamine
1436,Spiro-OMeTAD,None,None,TiO2,triphenylamine
1437,Spiro-OMeTAD,None,None,TiO2,triphenylamine
1438,Iodide_Triiodide,None,None,TiO2,triphenylamine
1439,Iodide_Triiodide,None,None,TiO2,triphenylamine
1440,Iodide_Triiodide,None,None,TiO2,triphenylamine
1441,Iodide_Triiodide,None,None,TiO2,triphenylamine
1442,Iodide_Triiodide,None,None,TiO2,triphenylamine
1443,Iodide_Triiodide,None,None,TiO2,triphenylamine
1444,Iodide_Triiodide,None,None,TiO2,triphenylamine
1445,Iodide_Triiodide,None,None,TiO2,triphenylamine
1446,Iodide_Triiodide,None,None,TiO2,diphenylamine
1447,Iodide_Triiodide,None,None,TiO2,diphenylamine
1448,Iodide_Triiodide,None,None,TiO2,diphenylamine
1449,Iodide_Triiodide,None,None,TiO2,triphenylamine
1450,Iodide_Triiodide,None,None,TiO2,diphenylamine
1451,Iodide_Triiodide,None,None,TiO2,triphenylamine
1452,Iodide_Triiodide,None,None,TiO2,triphenylamine
1453,Iodide_Triiodide,None,None,TiO2,triphenylamine
1454,Iodide_Triiodide,None,None,TiO2,triphenylamine
1456,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1459,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1465,Iodide_Triiodide,None,None,TiO2,triphenylamine
1466,Iodide_Triiodide,None,None,TiO2,triphenylamine
1467,Iodide_Triiodide,None,None,TiO2,triphenylamine
1468,Iodide_Triiodide,None,None,TiO2,triphenylamine
1474,Co(II)_Co(III),None,None,TiO2,triphenylamine
1477,Co(II)_Co(III),None,None,TiO2,triphenylamine
1480,Co(II)_Co(III),None,None,TiO2,triphenylamine
1485,Iodide_Triiodide,None,None,TiO2,triphenylamine
1486,Iodide_Triiodide,None,None,TiO2,triphenylamine
1487,Iodide_Triiodide,None,None,TiO2,triphenylamine
1492,Iodide_Triiodide,None,None,TiO2,triphenylamine
1494,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1495,Iodide_Triiodide,None,None,TiO2,triphenylamine
1496,Iodide_Triiodide,None,None,TiO2,triphenylamine
1497,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1499,Iodide_Triiodide,None,None,TiO2,triphenylamine
1500,Iodide_Triiodide,None,None,TiO2,triphenylamine
1501,Iodide_Triiodide,None,None,TiO2,triphenylamine
1502,Iodide_Triiodide,None,None,TiO2,triphenylamine
1504,Iodide_Triiodide,None,None,TiO2,triphenylamine
1505,Iodide_Triiodide,None,None,TiO2,triphenylamine
1507,Iodide_Triiodide,None,None,TiO2,triphenylamine
1508,Co(II)_Co(III),None,None,NiO,triphenylamine
1509,Iodide_Triiodide,None,None,TiO2,triphenylamine
1510,Iodide_Triiodide,None,None,TiO2,triphenylamine
1511,Iodide_Triiodide,None,None,TiO2,triphenylamine
1512,Iodide_Triiodide,None,None,TiO2,triphenylamine
1513,Iodide_Triiodide,None,None,TiO2,triphenylamine
1514,Iodide_Triiodide,None,None,TiO2,triphenylamine
1515,Iodide_Triiodide,None,None,TiO2,triphenylamine
1516,Iodide_Triiodide,None,None,TiO2,triphenylamine
1517,Iodide_Triiodide,None,None,TiO2,triphenylamine
1518,Iodide_Triiodide,DCA,None,TiO2,diphenylamine
1519,Iodide_Triiodide,DCA,None,TiO2,diphenylamine
1520,Iodide_Triiodide,DCA,None,TiO2,diphenylamine
1524,Iodide_Triiodide,None,None,TiO2,triphenylamine
1525,Iodide_Triiodide,None,None,TiO2,triphenylamine
1526,Iodide_Triiodide,None,None,TiO2,triphenylamine
1527,Iodide_Triiodide,None,None,TiO2,triphenylamine
1529,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1532,Iodide_Triiodide,None,None,TiO2,triphenylamine
1537,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
1544,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
1546,Iodide_Triiodide,None,None,TiO2,triphenylamine
1548,Iodide_Triiodide,None,None,TiO2,triphenylamine
1550,Iodide_Triiodide,None,None,TiO2,triphenylamine
1551,Iodide_Triiodide,None,None,TiO2,triphenylamine
1552,Iodide_Triiodide,None,None,TiO2,triphenylamine
1555,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1558,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1561,Iodide_Triiodide,None,None,TiO2,triphenylamine
1566,Iodide_Triiodide,None,None,TiO2,triphenylamine
1570,Iodide_Triiodide,None,None,TiO2,triphenylamine
1572,Iodide_Triiodide,None,None,TiO2,triphenylamine
1573,Iodide_Triiodide,None,None,TiO2,triphenylamine
1574,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1575,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1576,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1577,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
1578,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
1579,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1583,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1587,Iodide_Triiodide,None,None,TiO2,triphenylamine
1590,Iodide_Triiodide,None,None,TiO2,triphenylamine
1595,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1599,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1601,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1604,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1607,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1609,Iodide_Triiodide,None,None,TiO2,triphenylamine
1610,Iodide_Triiodide,None,None,TiO2,triphenylamine
1611,Iodide_Triiodide,None,None,TiO2,triphenylamine
1613,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1620,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1622,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1624,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1630,Iodide_Triiodide,None,None,TiO2,triphenylamine
1639,Iodide_Triiodide,None,None,TiO2,triphenylamine
1643,Iodide_Triiodide,None,None,TiO2,triphenylamine
1650,Iodide_Triiodide,None,None,TiO2,triphenylamine
1651,Iodide_Triiodide,None,None,TiO2,triphenylamine
1652,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1654,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1658,"DHS-Z23, Heptachroma",None,None,TiO2,triphenylamine
1661,"DHS-Z23, Heptachroma",None,None,TiO2,triphenylamine
1663,"DHS-Z23, Heptachroma",CDCA,None,TiO2,triphenylamine
1665,"DHS-Z23, Heptachroma",None,None,TiO2,triphenylamine
1667,"DHS-Z23, Heptachroma",None,None,TiO2,triphenylamine
1669,"DHS-Z23, Heptachroma",None,None,TiO2,triphenylamine
1670,Iodide_Triiodide,None,None,TiO2,triphenylamine
1671,Iodide_Triiodide,None,None,TiO2,triphenylamine
1672,Iodide_Triiodide,None,None,TiO2,triphenylamine
1673,Iodide_Triiodide,None,None,TiO2,triphenylamine
1674,Iodide_Triiodide,None,None,TiO2,triphenylamine
1676,Iodide_Triiodide,None,None,TiO2,triphenylamine
1677,Iodide_Triiodide,None,None,TiO2,triphenylamine
1681,Iodide_Triiodide,None,None,TiO2,diphenylamine
1682,Iodide_Triiodide,None,None,TiO2,triphenylamine
1684,Iodide_Triiodide,None,None,TiO2,triphenylamine
1685,Iodide_Triiodide,None,None,TiO2,triphenylamine
1688,Iodide_Triiodide,None,None,TiO2,triphenylamine
1689,Iodide_Triiodide,None,None,TiO2,triphenylamine
1690,Iodide_Triiodide,None,None,TiO2,triphenylamine
1695,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1696,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1697,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1699,Iodide_Triiodide,None,None,TiO2,triphenylamine
1700,Iodide_Triiodide,None,None,TiO2,triphenylamine
1701,Iodide_Triiodide,None,None,TiO2,triphenylamine
1702,Iodide_Triiodide,None,None,TiO2,triphenylamine
1703,Iodide_Triiodide,None,None,TiO2,triphenylamine
1704,Iodide_Triiodide,None,None,TiO2,triphenylamine
1705,Iodide_Triiodide,None,None,TiO2,triphenylamine
1706,Iodide_Triiodide,None,None,TiO2,triphenylamine
1707,Iodide_Triiodide,None,None,TiO2,triphenylamine
1709,Iodide_Triiodide,None,None,TiO2,triphenylamine
1710,Iodide_Triiodide,None,None,TiO2,triphenylamine
1711,Iodide_Triiodide,None,None,TiO2,triphenylamine
1712,Iodide_Triiodide,None,None,TiO2,triphenylamine
1713,Iodide_Triiodide,None,None,TiO2,triphenylamine
1714,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1715,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1716,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1718,Iodide_Triiodide,None,None,TiO2,triphenylamine
1719,Iodide_Triiodide,None,None,TiO2,triphenylamine
1720,Iodide_Triiodide,None,None,TiO2,triphenylamine
1721,Iodide_Triiodide,None,None,TiO2,triphenylamine
1722,Iodide_Triiodide,None,None,TiO2,triphenylamine
1723,Iodide_Triiodide,None,None,TiO2,triphenylamine
1724,Iodide_Triiodide,None,None,TiO2,triphenylamine
1729,Iodide_Triiodide,None,None,TiO2,triphenylamine
1730,Iodide_Triiodide,None,None,TiO2,triphenylamine
1731,Iodide_Triiodide,None,None,TiO2,triphenylamine
1733,Iodide_Triiodide,None,None,TiO2,triphenylamine
1734,Iodide_Triiodide,None,None,TiO2,triphenylamine
1735,Iodide_Triiodide,None,None,TiO2,triphenylamine
1736,Iodide_Triiodide,None,None,TiO2,triphenylamine
1738,Iodide_Triiodide,None,None,TiO2,triphenylamine
1739,Iodide_Triiodide,None,None,TiO2,triphenylamine
1740,Iodide_Triiodide,None,None,TiO2,triphenylamine
1741,Iodide_Triiodide,None,None,TiO2,triphenylamine
1742,Iodide_Triiodide,None,None,TiO2,triphenylamine
1743,Iodide_Triiodide,None,None,TiO2,triphenylamine
1744,Iodide_Triiodide,None,None,TiO2,triphenylamine
1745,Iodide_Triiodide,None,None,TiO2,triphenylamine
1746,Iodide_Triiodide,None,None,TiO2,triphenylamine
1749,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1751,Iodide_Triiodide,None,None,TiO2,triphenylamine
1752,Iodide_Triiodide,None,None,TiO2,triphenylamine
1753,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1754,Iodide_Triiodide,None,None,TiO2,triphenylamine
1757,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1758,Co(II)_Co(III),None,None,TiO2,triphenylamine
1759,Co(II)_Co(III),None,None,TiO2,triphenylamine
1764,Iodide_Triiodide,None,None,TiO2,triphenylamine
1765,Iodide_Triiodide,None,None,TiO2,triphenylamine
1768,Iodide_Triiodide,None,None,TiO2,triphenylamine
1769,Iodide_Triiodide,None,None,TiO2,triphenylamine
1770,Iodide_Triiodide,None,None,TiO2,triphenylamine
1772,Co(II)_Co(III),None,None,TiO2,triphenylamine
1778,Iodide_Triiodide,None,None,TiO2,triphenylamine
1779,Iodide_Triiodide,None,None,TiO2,triphenylamine
1780,Iodide_Triiodide,None,None,TiO2,triphenylamine
1782,Iodide_Triiodide,None,None,TiO2,triphenylamine
1783,Iodide_Triiodide,None,None,TiO2,triphenylamine
1784,Iodide_Triiodide,None,None,TiO2,triphenylamine
1785,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1786,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1787,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1789,Spiro-OMeTAD,None,None,TiO2,triphenylamine
1792,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1793,Iodide_Triiodide,None,None,TiO2,diphenylamine
1796,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1798,Co(II)_Co(III),None,None,TiO2,triphenylamine
1802,Iodide_Triiodide,HC-A1,None,TiO2,triphenylamine
1805,Iodide_Triiodide,None,None,TiO2,triphenylamine
1806,Iodide_Triiodide,None,None,TiO2,triphenylamine
1811,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1812,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1818,Iodide_Triiodide,None,None,TiO2,triphenylamine
1819,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1821,Iodide_Triiodide,None,None,TiO2,triphenylamine
1822,Iodide_Triiodide,None,None,TiO2,triphenylamine
1823,Iodide_Triiodide,None,None,TiO2,triphenylamine
1825,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1827,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1829,Iodide_Triiodide,None,None,TiO2,triphenylamine
1830,Iodide_Triiodide,None,None,TiO2,triphenylamine
1831,Iodide_Triiodide,None,None,TiO2,triphenylamine
1834,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1841,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1842,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1843,Iodide_Triiodide,None,None,TiO2,triphenylamine
1844,Iodide_Triiodide,None,None,TiO2,triphenylamine
1848,Iodide_Triiodide,None,None,TiO2,triphenylamine
1850,Iodide_Triiodide,None,None,TiO2,triphenylamine
1852,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1855,Iodide_Triiodide,None,None,TiO2,triphenylamine
1856,Iodide_Triiodide,None,None,TiO2,triphenylamine
1858,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1860,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1861,Iodide_Triiodide,None,None,TiO2,triphenylamine
1864,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1870,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1871,Iodide_Triiodide,None,None,TiO2,diphenylamine
1872,Iodide_Triiodide,None,None,TiO2,diphenylamine
1873,Iodide_Triiodide,None,None,TiO2,diphenylamine
1874,Iodide_Triiodide,None,None,TiO2,diphenylamine
1875,Iodide_Triiodide,None,None,TiO2,triphenylamine
1877,Iodide_Triiodide,None,None,TiO2,diphenylamine
1878,Iodide_Triiodide,None,None,TiO2,diphenylamine
1879,Iodide_Triiodide,None,None,TiO2,diphenylamine
1884,Iodide_Triiodide,cholic acid,None,ZnO,indoline
1888,Iodide_Triiodide,None,None,NiO,triphenylamine
1890,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1893,Iodide_Triiodide,None,None,TiO2,triphenylamine
1897,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1898,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1900,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
1901,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
1902,Iodide_Triiodide,None,None,TiO2,triphenylamine
1906,Iodide_Triiodide,None,None,TiO2,triphenylamine
1907,Iodide_Triiodide,None,None,TiO2,triphenylamine
1908,Iodide_Triiodide,None,None,TiO2,triphenylamine
1910,Iodide_Triiodide,cholic acid,None,ZnO,indoline
1911,Co(II)_Co(III),None,None,NiO,triphenylamine
1912,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
1913,Iodide_Triiodide,None,None,TiO2,triphenylamine
1914,Iodide_Triiodide,None,None,TiO2,triphenylamine
1915,Iodide_Triiodide,None,None,TiO2,triphenylamine
1916,Iodide_Triiodide,None,None,TiO2,diphenylamine
1917,Iodide_Triiodide,None,None,TiO2,triphenylamine
1919,Iodide_Triiodide,None,None,TiO2,triphenylamine
1920,Iodide_Triiodide,None,None,TiO2,triphenylamine
1921,Iodide_Triiodide,None,None,TiO2,triphenylamine
1922,Iodide_Triiodide,None,None,TiO2,triphenylamine
1923,Iodide_Triiodide,None,None,TiO2,triphenylamine
1924,Iodide_Triiodide,None,None,TiO2,triphenylamine
1925,Iodide_Triiodide,None,None,TiO2,triphenylamine
1926,Iodide_Triiodide,None,None,TiO2,triphenylamine
1927,Iodide_Triiodide,None,None,TiO2,triphenylamine
1928,Iodide_Triiodide,None,None,TiO2,triphenylamine
1929,Iodide_Triiodide,None,None,TiO2,triphenylamine
1930,Iodide_Triiodide,None,None,TiO2,triphenylamine
1931,Iodide_Triiodide,None,None,TiO2,triphenylamine
1933,Iodide_Triiodide,None,None,TiO2,triphenylamine
1934,Iodide_Triiodide,None,None,TiO2,triphenylamine
1935,Iodide_Triiodide,None,None,TiO2,"triphenylamine, indole"
1937,Iodide_Triiodide,None,None,TiO2,"triphenylamine, indole"
1938,Iodide_Triiodide,None,None,TiO2,"triphenylamine, indole"
1941,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1944,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1945,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1948,Iodide_Triiodide,None,None,TiO2,triphenylamine
1949,Iodide_Triiodide,None,None,TiO2,triphenylamine
1950,Iodide_Triiodide,None,None,TiO2,triphenylamine
1951,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1952,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1953,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1954,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1955,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1956,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1957,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1958,Iodide_Triiodide,None,None,TiO2,triphenylamine
1960,Iodide_Triiodide,None,None,TiO2,triphenylamine
1961,Iodide_Triiodide,None,None,TiO2,triphenylamine
1962,Iodide_Triiodide,None,None,TiO2,triphenylamine
1963,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1964,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1965,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1966,Iodide_Triiodide,cholic acid,None,ZnO,indoline
1971,Co(II)_Co(III),None,None,TiO2,"triphenylamine,carbazole"
1972,Co(II)_Co(III),None,None,TiO2,"triphenylamine,carbazole"
1974,Iodide_Triiodide,None,None,TiO2,"triphenylamine,carbazole"
1975,Iodide_Triiodide,None,None,TiO2,triphenylamine
1976,Iodide_Triiodide,None,None,TiO2,triphenylamine
1977,Iodide_Triiodide,None,None,TiO2,triphenylamine
1978,Iodide_Triiodide,None,None,TiO2,"hydrazone,diphenylamine"
1979,Iodide_Triiodide,None,None,TiO2,"hydrazone,diphenylamine"
1980,Iodide_Triiodide,None,None,TiO2,"hydrazone,diphenylamine"
1981,Iodide_Triiodide,None,None,TiO2,"hydrazone,diphenylamine"
1982,Iodide_Triiodide,None,None,TiO2,triphenylamine
1983,Iodide_Triiodide,None,None,TiO2,triphenylamine
1984,Iodide_Triiodide,None,None,TiO2,triphenylamine
1985,Co(II)_Co(III),None,None,TiO2,triphenylamine
1986,Co(II)_Co(III),None,None,TiO2,triphenylamine
1987,Co(II)_Co(III),None,None,TiO2,triphenylamine
1988,Co(II)_Co(III),None,None,TiO2,triphenylamine
1989,Co(II)_Co(III),None,None,TiO2,triphenylamine
1990,Co(II)_Co(III),None,None,TiO2,triphenylamine
1991,Co(II)_Co(III),None,None,TiO2,triphenylamine
1992,Co(II)_Co(III),None,None,TiO2,triphenylamine
1994,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2000,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2003,Iodide_Triiodide,None,None,TiO2,triphenylamine
2008,Iodide_Triiodide,None,None,TiO2,triphenylamine
2010,Iodide_Triiodide,None,None,TiO2,triphenylamine
2013,Iodide_Triiodide,None,None,TiO2,triphenylamine
2014,Iodide_Triiodide,None,None,TiO2,triphenylamine
2015,Iodide_Triiodide,None,None,TiO2,triphenylamine
2016,Iodide_Triiodide,None,None,TiO2,triphenylamine
2017,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2018,Iodide_Triiodide,None,None,TiO2,indoline
2019,Iodide_Triiodide,None,None,TiO2,triphenylamine
2020,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2025,Iodide_Triiodide,None,None,TiO2,triphenylamine
2027,Iodide_Triiodide,None,None,TiO2,triphenylamine
2028,Iodide_Triiodide,None,None,TiO2,triphenylamine
2029,Iodide_Triiodide,None,None,TiO2,triphenylamine
2032,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2033,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2034,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2038,Iodide_Triiodide,None,None,TiO2,triphenylamine
2039,Iodide_Triiodide,None,None,TiO2,triphenylamine
2040,Iodide_Triiodide,None,None,TiO2,triphenylamine
2041,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2043,Iodide_Triiodide,None,None,TiO2,triphenylamine
2044,Iodide_Triiodide,None,None,TiO2,triphenylamine
2045,Iodide_Triiodide,DCA,None,TiO2,"triphenylamine,carbazole"
2046,Iodide_Triiodide,DCA,None,TiO2,"triphenylamine,carbazole"
2048,Co(II)_Co(III),DCA,None,TiO2,triphenylamine
2053,Iodide_Triiodide,None,None,TiO2,triphenylamine
2056,Iodide_Triiodide,None,None,TiO2,triphenylamine
2057,Iodide_Triiodide,None,None,TiO2,triphenylamine
2058,Iodide_Triiodide,None,None,TiO2,diphenylamine
2059,Iodide_Triiodide,None,None,TiO2,diphenylamine
2060,Iodide_Triiodide,None,None,TiO2,diphenylamine
2062,Iodide_Triiodide,None,None,TiO2,triphenylamine
2064,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2067,Iodide_Triiodide,None,None,TiO2,triphenylamine
2072,Iodide_Triiodide,DCA,None,TiO2,"triphenylamine,carbazole"
2073,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2074,Iodide_Triiodide,None,None,TiO2,triphenylamine
2081,Iodide_Triiodide,None,None,TiO2,triphenylamine
2084,Co(II)_Co(III),None,None,TiO2,triphenylamine
2085,Co(II)_Co(III),None,None,TiO2,triphenylamine
2086,Co(II)_Co(III),None,None,TiO2,triphenylamine
2087,Co(II)_Co(III),None,None,TiO2,triphenylamine
2091,Co(II)_Co(III),None,None,TiO2,triphenylamine
2095,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2096,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2097,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2104,Iodide_Triiodide,None,None,TiO2,diphenylthienylamine
2105,Iodide_Triiodide,None,None,TiO2,triphenylamine
2106,Iodide_Triiodide,DCA,None,TiO2,diphenylamine
2107,Iodide_Triiodide,None,None,TiO2,triphenylamine
2108,Iodide_Triiodide,None,None,TiO2,triphenylamine
2109,Iodide_Triiodide,None,None,TiO2,triphenylamine
2110,Iodide_Triiodide,DINHOP,None,TiO2,triphenylamine
2111,Iodide_Triiodide,None,None,TiO2,diphenylthienylamine
2112,Iodide_Triiodide,None,None,TiO2,triphenylamine
2113,Iodide_Triiodide,None,None,TiO2,triphenylamine
2114,Iodide_Triiodide,None,None,TiO2,triphenylamine
2115,Iodide_Triiodide,None,None,TiO2,triphenylamine
2118,Iodide_Triiodide,None,None,TiO2,"diphenylamine, anthracene"
2119,Iodide_Triiodide,None,None,TiO2,"diphenylamine, anthracene"
2121,Iodide_Triiodide,None,None,TiO2,triphenylamine
2122,Iodide_Triiodide,None,None,TiO2,triphenylamine
2127,Iodide_Triiodide,None,None,TiO2,triphenylamine
2128,Iodide_Triiodide,None,None,TiO2,"triphenylamine, coumarin"
2129,Iodide_Triiodide,None,None,TiO2,"triphenylamine, coumarin"
2130,Iodide_Triiodide,None,None,TiO2,"triphenylamine, coumarin"
2131,Iodide_Triiodide,None,None,TiO2,triphenylamine
2132,Iodide_Triiodide,None,None,TiO2,triphenylamine
2133,Co(II)_Co(III),None,None,TiO2,triphenylamine
2137,Iodide_Triiodide,None,None,TiO2,triphenylamine
2138,Iodide_Triiodide,None,None,TiO2,triphenylamine
2139,Iodide_Triiodide,None,None,TiO2,triphenylamine
2140,Iodide_Triiodide,None,None,TiO2,triphenylamine
2141,Iodide_Triiodide,None,None,TiO2,indoline
2153,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2155,Iodide_Triiodide,None,None,TiO2,triphenylamine
2156,Iodide_Triiodide,None,None,TiO2,triphenylamine
2157,Iodide_Triiodide,DCA,None,TiO2,"tetracyanoethylene,triphenylamine"
2158,Iodide_Triiodide,DCA,None,TiO2,"tetracyanoethylene,triphenylamine"
2159,Iodide_Triiodide,None,None,TiO2,triphenylamine
2160,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2161,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2162,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2170,Iodide_Triiodide,CDCA,D35,TiO2,triphenylamine
2177,Iodide_Triiodide,None,None,TiO2,triphenylamine
2178,Iodide_Triiodide,None,None,TiO2,"triphenylamine,bodipy"
2180,Iodide_Triiodide,None,None,TiO2,triphenylamine
2181,Iodide_Triiodide,None,None,TiO2,triphenylamine
2182,Iodide_Triiodide,None,None,TiO2,triphenylamine
2185,Iodide_Triiodide,None,None,TiO2,triphenylamine
2187,Iodide_Triiodide,None,None,TiO2,triphenylamine
2188,Iodide_Triiodide,None,None,TiO2,triphenylamine
2190,Iodide_Triiodide,None,None,TiO2,"triphenylamine,truxene"
2191,Iodide_Triiodide,None,None,TiO2,"triphenylamine,truxene"
2192,Iodide_Triiodide,None,None,TiO2,"triphenylamine,truxene"
2194,Iodide_Triiodide,None,None,TiO2,"imidazole, triphenylamine"
2197,Iodide_Triiodide,CDCA,None,TiO2,"imidazole, triphenylamine"
2198,Iodide_Triiodide,None,None,TiO2,triphenylamine
2199,Iodide_Triiodide,None,None,TiO2,triphenylamine
2200,Iodide_Triiodide,None,None,TiO2,triphenylamine
2201,Iodide_Triiodide,None,None,TiO2,triphenylamine
2202,Iodide_Triiodide,None,None,TiO2,triphenylamine
2203,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2205,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2208,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2210,Iodide_Triiodide,None,None,TiO2,triphenylamine
2211,Iodide_Triiodide,None,None,TiO2,triphenylamine
2212,Iodide_Triiodide,None,None,TiO2,triphenylamine
2213,Iodide_Triiodide,None,None,TiO2,triphenylamine
2217,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2221,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2224,Iodide_Triiodide,None,None,TiO2,triphenylamine
2227,Iodide_Triiodide,None,None,TiO2,triphenylamine
2228,Iodide_Triiodide,None,None,TiO2,"fluorene, triphenylamine"
2229,Iodide_Triiodide,None,None,TiO2,"truxene,triphenylamine"
2231,Iodide_Triiodide,None,None,zinc titanium oxide film,triphenylamine
2232,Iodide_Triiodide,None,None,TiO2,"fluorene,triphenylamine"
2233,Iodide_Triiodide,None,None,TiO2,"fluorene,triphenylamine"
2234,Iodide_Triiodide,None,None,TiO2,"fluorene,triphenylamine"
2235,Iodide_Triiodide,None,None,TiO2,"fluorene,triphenylamine"
2236,Iodide_Triiodide,None,None,TiO2,"fluorene,triphenylamine"
2237,Iodide_Triiodide,None,None,TiO2,"fluorene,triphenylamine"
2238,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2241,Iodide_Triiodide,None,None,TiO2,diphenylamine
2242,Iodide_Triiodide,None,None,TiO2,triphenylamine
